"name","gender","age","measurements","height","profile_view","status","orientation","subscribe","video_view","rank","weight","info_text","verified"
"April Mae",NA,NA,NA,"Height:
							5 ft 4 in (163 cm)",NA,NA,NA,NA,"197,034","
				9505			","Weight:
							115 lbs (52 kg)","Born:
							1989-10-02,Birthplace:
							Miami, Florida, United States of America,Height:
							5 ft 4 in (163 cm),Weight:
							115 lbs (52 kg)","0"
"Brittany Bendz",NA,NA,NA,"Height:
							5 ft 8 in (173 cm)",NA,NA,NA,NA,"37,239","
				11089			","Weight:
							139 lbs (63 kg)","Birthplace:
							Vienna, Austria,Height:
							5 ft 8 in (173 cm),Weight:
							139 lbs (63 kg)","0"
"Taylor Skyee",NA,NA,NA,"Height:
							5 ft 2 in (157 cm)",NA,NA,NA,NA,"600,126","
				10006			","Weight:
							110 lbs (50 kg)","Birthplace:
							Chicago, Illinois, United States of America,Height:
							5 ft 2 in (157 cm),Weight:
							110 lbs (50 kg)","0"
"Mistress Aglaia",NA,NA,NA,NA,NA,NA,NA,NA,"551,363","
				11872			",NA,"","0"
"Blake Carter",NA,NA,NA,NA,NA,NA,NA,NA,"35,885","
				10247			",NA,"","0"
"April Turner",NA,NA,NA,"Height:
							5 ft 7 in (170 cm)",NA,NA,NA,NA,"85,214","
				7348			","Weight:
							112 lbs (51 kg)","Birthplace:
							Texas, United States of America,Height:
							5 ft 7 in (170 cm),Weight:
							112 lbs (51 kg)","0"
"Ana Paula Oliveira",NA,NA,NA,NA,NA,NA,NA,NA,"100,322","
				8710			",NA,"Born:
							1978-05-26,Birthplace:
							Brazil","0"
"Jay Star",NA,NA,NA,"Height:
							5 ft 3 in (160 cm)",NA,NA,NA,NA,"512,202","
				10577			","Weight:
							99 lbs (45 kg)","Born:
							1983-08-23,Birthplace:
							Montreal, Quebec, Canada,Height:
							5 ft 3 in (160 cm),Weight:
							99 lbs (45 kg)","0"
"Jerzi Jean",NA,NA,NA,NA,NA,NA,NA,NA,"14,576","
				13299			",NA,"","0"
"Tiffany Clark",NA,NA,NA,NA,NA,NA,NA,NA,"196,859","
				9472			",NA,"Born:
							1961-03-18,Birthplace:
							Los Angeles, California, United States of America","0"
"Scarlett Sweets",NA,"1989-06-11",NA,"Height:
						5 ft 5 in (165 cm)",NA,NA,NA,NA,"435,252","
				10689			","Weight:
						121 lbs (55 kg)","Born:
						1989-06-11,Birthplace:
						Fresno, California, United States of America,Height:
						5 ft 5 in (165 cm),Weight:
						121 lbs (55 kg)","0"
"Mia Moon",NA,NA,NA,NA,NA,NA,NA,NA,"19,957","
				10406			",NA,"","0"
"Rebecca Shy",NA,NA,NA,NA,NA,NA,NA,NA,"166,784","
				12204			",NA,"Birthplace:
							Germany","0"
"Jessi Starr",NA,NA,NA,NA,NA,NA,NA,NA,"7,429","
				12543			",NA,"","0"
"Skyy Jolie",NA,NA,NA,NA,NA,NA,NA,NA,"650,936","
				10668			",NA,"Born:
							1975-09-24,Birthplace:
							Iowa, United States of America","0"
"Casey Love",NA,NA,NA,NA,NA,NA,NA,NA,"3,934,266","
				10325			",NA,"","0"
"Courtney Trouble",NA,NA,NA,NA,NA,NA,NA,NA,"36,302","
				8962			",NA,"","0"
"Riley Roberts",NA,NA,NA,NA,NA,NA,NA,NA,"57,612","
				11825			",NA,"","0"
"Christina Moure",NA,NA,NA,NA,NA,NA,NA,NA,"284,264","
				9078			",NA,"","0"
"Anastasia Romanov",NA,NA,NA,"Height:
							5 ft 2 in (157 cm)",NA,NA,NA,NA,"6,340","
				8208			","Weight:
							110 lbs (50 kg)","Born:
							1975-04-09,Birthplace:
							Russia,Height:
							5 ft 2 in (157 cm),Weight:
							110 lbs (50 kg)","0"
"Jay Lodeeva",NA,NA,NA,"Height:
							5 ft 4 in (163 cm)",NA,NA,NA,NA,"208,063","
				12903			","Weight:
							110 lbs (50 kg)","Height:
							5 ft 4 in (163 cm),Weight:
							110 lbs (50 kg)","0"
"Jesie Jones",NA,NA,NA,"Height:
							5 ft 9 in (175 cm)",NA,NA,NA,NA,"2,312,645","
				8979			","Weight:
							121 lbs (55 kg)","Born:
							1993-06-30,Birthplace:
							Czech Republic,Height:
							5 ft 9 in (175 cm),Weight:
							121 lbs (55 kg)","0"
"Gigi Loren",NA,NA,NA,NA,NA,NA,NA,NA,"136,277","
				8837			",NA,"","0"
"Blake Valentine",NA,NA,NA,NA,NA,NA,NA,NA,"2,383,304","
				7985			",NA,"","0"
"Dana Devine",NA,NA,NA,"Height:
							5 ft 8 in (173 cm)",NA,NA,NA,NA,"97,943","
				9170			","Weight:
							141 lbs (64 kg)","Born:
							1963-05-06,Birthplace:
							New York City, New York, United States of America,Height:
							5 ft 8 in (173 cm),Weight:
							141 lbs (64 kg)","0"
"Alexis Payne",NA,NA,NA,NA,NA,NA,NA,NA,"266,982","
				10333			",NA,"Born:
							1956-12-03","0"
"Adriana Deluxe",NA,NA,NA,NA,NA,NA,NA,NA,"17,665","
				8946			",NA,"Birthplace:
							Spain","0"
"Tanita Black",NA,NA,NA,NA,NA,NA,NA,NA,"18,141","
				12726			",NA,"","0"
"Brandi Mae",NA,NA,NA,"Height:
							5 ft 1 in (155 cm)",NA,NA,NA,NA,"11,887,737","
				1260			","Weight:
							134 lbs (61 kg)","Born:
							1982-04-23,Birthplace:
							Dallas, Texas, United States of America,Height:
							5 ft 1 in (155 cm),Weight:
							134 lbs (61 kg),Website:
							Official Site","0"
"Liara Roux","Gender:
							Female","Nov 10, 1990","Measurements:
								28DD-20-32","Height:
								5 ft 2 in (157 cm)","Pornstar Profile Views:
								17,579","Career Status:
							Active
                        ","Interested in:
							Guys and Girls","
        2.7K        ","
        316K        ","
                                                            
                                                    2301            ","Weight:
								88 lbs (40 kg)","Gender:
							Female,Birthday:
							Nov 10, 1990,Age:
							28,Measurements:
								28DD-20-32,Height:
								5 ft 2 in (157 cm),Weight:
								88 lbs (40 kg),Hair Color:
								Brunette,Relationship status:
							Open,Interested in:
							Guys and Girls,City and Country:
							Worldwide, US,Pornstar Profile Views:
								17,579,Career Status:
							Active
                        ,Career Start and End:
							
								 to
								Present							
						,Profile Views:
                                43,605,Videos Watched:
                                18,Joined:
                                1 year ago","1"
"Florencia Pena",NA,NA,NA,NA,NA,NA,NA,NA,"3,231,179","
				2030			",NA,"","0"
"Brittney Skye",NA,"1977-11-05",NA,"Height:
						5 ft 5 in (165 cm)",NA,NA,NA,NA,"14,877,708","
				1830			","Weight:
						119 lbs (54 kg)","Born:
						1977-11-05,Birthplace:
						Los Angeles, California, United States of America,Height:
						5 ft 5 in (165 cm),Weight:
						119 lbs (54 kg)","0"
"Isabella Clark",NA,NA,NA,"Height:
							5 ft 2 in (157 cm)",NA,NA,NA,NA,"38,586,869","
				1714			","Weight:
							121 lbs (55 kg)","Born:
							1990-08-23,Birthplace:
							Russia,Height:
							5 ft 2 in (157 cm),Weight:
							121 lbs (55 kg)","0"
"Kimber Day",NA,"1993-04-21",NA,"Height:
						5 ft 6 in (168 cm)",NA,NA,NA,NA,"11,868,385","
				1934			",NA,"Born:
						1993-04-21,Birthplace:
						United States of America,Height:
						5 ft 6 in (168 cm)","0"
"Eva Yi",NA,NA,NA,"Height:
							5 ft 3 in (160 cm)",NA,NA,NA,NA,"3,910,387","
				1446			","Weight:
							93 lbs (42 kg)","Born:
							1997-01-21,Birthplace:
							United States of America,Height:
							5 ft 3 in (160 cm),Weight:
							93 lbs (42 kg)","0"
"Barbie Doll",NA,NA,NA,NA,NA,NA,NA,NA,"1,153,918","
				1758			",NA,"","0"
"Juliana",NA,NA,NA,NA,NA,NA,NA,NA,"15,864,114","
				1799			",NA,"Born:
							1991-02-24,Birthplace:
							Colombia","0"
"AnnaBelle Lee",NA,NA,NA,"Height:
							5 ft 2 in (157 cm)",NA,NA,NA,NA,"31,134,728","
				1733			","Weight:
							106 lbs (48 kg)","Born:
							1982-09-09,Birthplace:
							Phoenix, Arizona, United States of America,Height:
							5 ft 2 in (157 cm),Weight:
							106 lbs (48 kg),Website:
							Official Site","0"
"Miriam Prado",NA,NA,NA,"Height:
							5 ft 1 in (155 cm)",NA,NA,NA,NA,"4,738,110","
				1742			","Weight:
							106 lbs (48 kg)","Born:
							1994-12-04,Birthplace:
							Madrid, Spain,Height:
							5 ft 1 in (155 cm),Weight:
							106 lbs (48 kg)","0"
"Taylor Jones",NA,NA,NA,NA,NA,NA,NA,NA,"271,254","
				1862			",NA,"","0"
"Brooke Skye",NA,NA,NA,"Height:
							5 ft 8 in (173 cm)",NA,NA,NA,NA,"4,503,447","
				1865			","Weight:
							108 lbs (49 kg)","Born:
							1986-05-09,Birthplace:
							Plant City, Florida, United States of America,Height:
							5 ft 8 in (173 cm),Weight:
							108 lbs (49 kg)","0"
"Mariah Milano","Gender:
							Female","Dec 31, 1979","Measurements:
								34D-24-34","Height:
								5 ft 5 in (165 cm)","Pornstar Profile Views:
								897,335","Career Status:
							Active
                        ","Interested in:
							Guys and Girls","
        27.1K        ","
        322M        ","
                                                            
                                                    1864            ","Weight:
								126 lbs (57 kg)","Gender:
							Female,Birthday:
							Dec 31, 1979,Age:
							38,Star Sign:
							Capricorn,Measurements:
								34D-24-34,Height:
								5 ft 5 in (165 cm),Weight:
								126 lbs (57 kg),Ethnicity:
								White,Background:
								American, Sicilian,Hair Color:
								Brunette,Tattoos:
							Yes,Interests and hobbies:
								travel cooking shopping,Relationship status:
							Single,Interested in:
							Guys and Girls,Hometown:
							Los Angeles,City and Country:
							Tampa, US,Turn Ons:
								confidence,Turn Offs:
								assumptions,Pornstar Profile Views:
								897,335,Career Status:
							Active
                        ,Career Start and End:
							
								1998 to
								Present							
						,Profile Views:
                                223,402,Videos Watched:
                                4,067,Joined:
                                4 years ago","1"
"Natalie Moore",NA,NA,NA,"Height:
							5 ft 5 in (165 cm)",NA,NA,NA,NA,"14,305,879","
				2142			","Weight:
							115 lbs (52 kg)","Born:
							1990-02-02,Height:
							5 ft 5 in (165 cm),Weight:
							115 lbs (52 kg)","0"
"Evelina Darling",NA,NA,NA,"Height:
							5 ft 2 in (157 cm)",NA,NA,NA,NA,"6,782,069","
				1931			","Weight:
							132 lbs (60 kg)","Born:
							1996-12-02,Birthplace:
							Russia,Height:
							5 ft 2 in (157 cm),Weight:
							132 lbs (60 kg)","0"
"Got Gisele",NA,NA,NA,"Height:
							5 ft 7 in (170 cm)",NA,NA,NA,NA,"8,284,256","
				1836			","Weight:
							121 lbs (55 kg)","Born:
							1986-11-29,Birthplace:
							Texas, United States of America,Height:
							5 ft 7 in (170 cm),Weight:
							121 lbs (55 kg)","0"
"Ashley Blue",NA,NA,NA,"Height:
							5 ft 2 in (157 cm)",NA,NA,NA,NA,"25,536,388","
				1891			","Weight:
							108 lbs (49 kg)","Born:
							1981-07-08,Birthplace:
							California, United States of America,Height:
							5 ft 2 in (157 cm),Weight:
							108 lbs (49 kg)","0"
"Dahlia Sky",NA,"1989-08-10",NA,"Height:
						5 ft 6 in (168 cm)",NA,NA,NA,NA,"73,508,314","
				1945			","Weight:
						130 lbs (59 kg)","Born:
						1989-08-10,Birthplace:
						Lake Elsinore, California, United States of America,Height:
						5 ft 6 in (168 cm),Weight:
						130 lbs (59 kg)","0"
"Angela Salvagno",NA,NA,NA,"Height:
							5 ft 5 in (165 cm)",NA,NA,NA,NA,"3,018,568","
				1744			","Weight:
							157 lbs (71 kg)","Born:
							1976-01-13,Birthplace:
							California, United States of America,Height:
							5 ft 5 in (165 cm),Weight:
							157 lbs (71 kg)","0"
"Megan Jones",NA,NA,NA,"Height:
							5 ft 9 in (175 cm)",NA,NA,NA,NA,"8,329,673","
				1753			","Weight:
							143 lbs (65 kg)","Born:
							1984-08-30,Birthplace:
							Miami, Florida, United States of America,Height:
							5 ft 9 in (175 cm),Weight:
							143 lbs (65 kg)","0"
"Alyssa Cole",NA,"1998-01-01",NA,"Height:
						5 ft 7 in (170 cm)",NA,NA,NA,NA,"21,362,024","
				1704			","Weight:
						121 lbs (55 kg)","Born:
						1998-01-01,Birthplace:
						Florida, United States of America,Height:
						5 ft 7 in (170 cm),Weight:
						121 lbs (55 kg)","0"
"Candy Samira",NA,NA,NA,"Height:
							5 ft 4 in (163 cm)",NA,NA,NA,NA,"23,023,287","
				1820			","Weight:
							119 lbs (54 kg)","Born:
							1980-11-06,Birthplace:
							Magdeburg, Germany,Height:
							5 ft 4 in (163 cm),Weight:
							119 lbs (54 kg)","0"
"Menage Trois",NA,NA,NA,"Height:
							5 ft 7 in (170 cm)",NA,NA,NA,NA,"696,502","
				1973			","Weight:
							110 lbs (50 kg)","Born:
							1972-09-17,Birthplace:
							Dallas, Texas, United States of America,Height:
							5 ft 7 in (170 cm),Weight:
							110 lbs (50 kg)","0"
"Elektra Rose",NA,"New Hampshire, United States of America",NA,"Height:
						5 ft 4 in (163 cm)",NA,NA,NA,NA,"32,241,858","
				1935			","Weight:
						110 lbs (50 kg)","Birthplace:
						New Hampshire, United States of America,Height:
						5 ft 4 in (163 cm),Weight:
						110 lbs (50 kg)","0"
"Tessa Lane",NA,"1988-09-08",NA,"Height:
						5 ft 8 in (173 cm)",NA,NA,NA,NA,"16,416,377","
				1769			","Weight:
						130 lbs (59 kg)","Born:
						1988-09-08,Birthplace:
						Long Island, New York, United States of America,Height:
						5 ft 8 in (173 cm),Weight:
						130 lbs (59 kg)","0"
"Devon Michaels",NA,"1970-03-08",NA,"Height:
						5 ft 2 in (157 cm)",NA,NA,NA,NA,"899,983","
				1844			","Weight:
						115 lbs (52 kg)","Born:
						1970-03-08,Birthplace:
						Chicago, Illinois, United States of America,Height:
						5 ft 2 in (157 cm),Weight:
						115 lbs (52 kg)","0"
"Emmanuelle London",NA,"1985-02-22",NA,"Height:
						5 ft 5 in (165 cm)",NA,NA,NA,NA,"9,863,211","
				1822			","Weight:
						99 lbs (45 kg)","Born:
						1985-02-22,Birthplace:
						Ringwood, New Jersey, United States of America,Height:
						5 ft 5 in (165 cm),Weight:
						99 lbs (45 kg)","0"
"Lucy Summers",NA,NA,NA,NA,NA,NA,NA,NA,"1,104,120","
				2048			",NA,"Birthplace:
							United States of America","0"
"Sophie Reade",NA,NA,NA,NA,NA,NA,NA,NA,"1,886,750","
				2110			",NA,"","0"
"Miko Lee",NA,NA,NA,"Height:
							5 ft 9 in (175 cm)",NA,NA,NA,NA,"8,901,520","
				1812			","Weight:
							121 lbs (55 kg)","Born:
							1980-03-30,Birthplace:
							San Diego, California, United States of America,Height:
							5 ft 9 in (175 cm),Weight:
							121 lbs (55 kg)","0"
"Isabella Chrystin",NA,"1988-02-16",NA,"Height:
						5 ft 6 in (168 cm)",NA,NA,NA,NA,"42,311,813","
				1603			","Weight:
						99 lbs (45 kg)","Born:
						1988-02-16,Birthplace:
						Czech Republic,Height:
						5 ft 6 in (168 cm),Weight:
						99 lbs (45 kg)","0"
"Holly Peers",NA,NA,NA,"Height:
							5 ft 7 in (170 cm)",NA,NA,NA,NA,"1,278,274","
				1904			",NA,"Born:
							1987-07-18,Birthplace:
							Manchester, England,Height:
							5 ft 7 in (170 cm)","0"
"Tali Dova",NA,NA,NA,"Height:
							5 ft 8 in (173 cm)",NA,NA,NA,NA,"19,350,841","
				1741			","Weight:
							115 lbs (52 kg)","Born:
							1994-04-03,Birthplace:
							Montcalm, Michigan, United States of America,Height:
							5 ft 8 in (173 cm),Weight:
							115 lbs (52 kg)","0"
"Dita Von Teese",NA,NA,NA,"Height:
							5 ft 8 in (173 cm)",NA,NA,NA,NA,"1,572,682","
				1703			","Weight:
							112 lbs (51 kg)","Born:
							1972-09-28,Birthplace:
							Rochester, Michigan, United States of America,Height:
							5 ft 8 in (173 cm),Weight:
							112 lbs (51 kg)","0"
"Ember Stone",NA,NA,NA,"Height:
							5 ft 4 in (163 cm)",NA,NA,NA,NA,"32,620,541","
				2009			","Weight:
							115 lbs (52 kg)","Born:
							1992-06-12,Birthplace:
							United Arab Emirates,Height:
							5 ft 4 in (163 cm),Weight:
							115 lbs (52 kg)","0"
"Jennifer Jade",NA,NA,NA,NA,NA,NA,NA,NA,"3,754,104","
				1634			",NA,"","0"
"Sandy",NA,NA,NA,"Height:
							5 ft 6 in (168 cm)",NA,NA,NA,NA,"40,107,483","
				1842			","Weight:
							114 lbs (52 kg)","Born:
							1976-12-17,Birthplace:
							Budapest, Hungary,Height:
							5 ft 6 in (168 cm),Weight:
							114 lbs (52 kg)","0"
"Alisha Klass",NA,NA,NA,"Height:
							5 ft 6 in (168 cm)",NA,NA,NA,NA,"39,224,271","
				1829			","Weight:
							121 lbs (55 kg)","Born:
							1972-01-03,Birthplace:
							Chino, California, United States of America,Height:
							5 ft 6 in (168 cm),Weight:
							121 lbs (55 kg)","0"
"Jennifer Jacobs",NA,"1997-06-28",NA,"Height:
						5 ft 5 in (165 cm)",NA,NA,NA,NA,"39,212,288","
				1978			","Weight:
						121 lbs (55 kg)","Born:
						1997-06-28,Birthplace:
						Los Angeles, California, United States of America,Height:
						5 ft 5 in (165 cm),Weight:
						121 lbs (55 kg)","0"
"Angelica Cruz",NA,NA,NA,"Height:
							5 ft 7 in (170 cm)",NA,NA,NA,NA,"250,890","
				3035			","Weight:
							127 lbs (58 kg)","Birthplace:
							Santo Domingo, Dominican Republic,Height:
							5 ft 7 in (170 cm),Weight:
							127 lbs (58 kg),Website:
							Official Site","0"
"Christine Young",NA,NA,NA,"Height:
							5 ft 2 in (157 cm)",NA,NA,NA,NA,"3,871,421","
				1834			","Weight:
							104 lbs (47 kg)","Born:
							1983-10-13,Birthplace:
							Canada,Height:
							5 ft 2 in (157 cm),Weight:
							104 lbs (47 kg)","0"
"Brooklyn Rose",NA,"Florida, United States of America",NA,"Height:
						5 ft 5 in (165 cm)",NA,NA,NA,NA,"5,962,411","
				1674			","Weight:
						130 lbs (59 kg)","Birthplace:
						Florida, United States of America,Height:
						5 ft 5 in (165 cm),Weight:
						130 lbs (59 kg)","0"
"Nadia Styles","Gender:
							Female","Jun 25, 1982","Measurements:
								36D-25-35","Height:
								5 ft 5 in (165 cm)","Pornstar Profile Views:
								1,050,501","Career Status:
							Active
                        ","Interested in:
							Guys and Girls","
        13.6K        ","
        34.5M        ","
                                                            
                                                    1749            ","Weight:
								110 lbs (50 kg)","Gender:
							Female,Birthday:
							Jun 25, 1982,Age:
							36,Star Sign:
							Cancer,Measurements:
								36D-25-35,Height:
								5 ft 5 in (165 cm),Weight:
								110 lbs (50 kg),Ethnicity:
								Latin, Asian,Background:
								American,Hair Color:
								Brunette,Tattoos:
							Yes,Piercings:
							Yes,Relationship status:
							Single,Interested in:
							Guys and Girls,City and Country:
							rosemead, US,Pornstar Profile Views:
								1,050,501,Career Status:
							Active
                        ,Career Start and End:
							
								2004 to
								Present							
						,Profile Views:
                                24,627,Videos Watched:
                                1,Joined:
                                3 years ago","1"
"Julia Channel",NA,NA,NA,"Height:
							5 ft 6 in (168 cm)",NA,NA,NA,NA,"11,266,698","
				1922			","Weight:
							115 lbs (52 kg)","Born:
							1973-11-03,Birthplace:
							France,Height:
							5 ft 6 in (168 cm),Weight:
							115 lbs (52 kg)","0"
"Savannah",NA,NA,NA,"Height:
							5 ft 6 in (168 cm)",NA,NA,NA,NA,"705,714","
				1736			","Weight:
							106 lbs (48 kg)","Born:
							1970-10-09,Birthplace:
							Laguna Beach, California, United States of America,Height:
							5 ft 6 in (168 cm),Weight:
							106 lbs (48 kg)","0"
"Allie James",NA,NA,NA,"Height:
							5 ft 9 in (175 cm)",NA,NA,NA,NA,"34,037,200","
				1809			","Weight:
							126 lbs (57 kg)","Born:
							1993-02-23,Birthplace:
							Florida, United States of America,Height:
							5 ft 9 in (175 cm),Weight:
							126 lbs (57 kg)","0"
"Cassie Laine",NA,"1992-10-23",NA,"Height:
						5 ft 2 in (157 cm)",NA,NA,NA,NA,"27,725,178","
				1821			","Weight:
						95 lbs (43 kg)","Born:
						1992-10-23,Birthplace:
						Beverly Hills, California, United States of America,Height:
						5 ft 2 in (157 cm),Weight:
						95 lbs (43 kg)","0"
"Chloe Camilla",NA,NA,NA,"Height:
							5 ft 6 in (168 cm)",NA,NA,NA,NA,"17,342,133","
				1832			","Weight:
							130 lbs (59 kg)","Height:
							5 ft 6 in (168 cm),Weight:
							130 lbs (59 kg)","0"
"Vanilla Deville",NA,"1975-12-12",NA,"Height:
						5 ft 4 in (163 cm)",NA,NA,NA,NA,"56,686,478","
				1884			","Weight:
						110 lbs (50 kg)","Born:
						1975-12-12,Birthplace:
						Detroit, Michigan, United States of America,Height:
						5 ft 4 in (163 cm),Weight:
						110 lbs (50 kg)","0"
"Tyra Moore",NA,NA,NA,"Height:
							5 ft 11 in (180 cm)",NA,NA,NA,NA,"10,584,521","
				1976			","Weight:
							134 lbs (61 kg)","Born:
							1985-04-06,Birthplace:
							San Francisco, California, United States of America,Height:
							5 ft 11 in (180 cm),Weight:
							134 lbs (61 kg)","0"
"Maya Morena",NA,NA,NA,"Height:
							5 ft 3 in (160 cm)",NA,NA,NA,NA,"4,017,198","
				1791			","Weight:
							121 lbs (55 kg)","Born:
							1993-09-22,Birthplace:
							Honduras,Height:
							5 ft 3 in (160 cm),Weight:
							121 lbs (55 kg)","0"
"Aileen Taylor",NA,NA,NA,"Height:
							5 ft 5 in (165 cm)",NA,NA,NA,NA,"4,563,632","
				1854			","Weight:
							108 lbs (49 kg)","Birthplace:
							Nordrhein-Westfalen, Germany,Height:
							5 ft 5 in (165 cm),Weight:
							108 lbs (49 kg),Website:
							Official Site","0"
"Ivana Fukalot",NA,NA,NA,"Height:
							5 ft 6 in (168 cm)",NA,NA,NA,NA,"62,537","
				1896			","Weight:
							106 lbs (48 kg)","Born:
							1985-03-21,Birthplace:
							Krasnodar, Russia,Height:
							5 ft 6 in (168 cm),Weight:
							106 lbs (48 kg)","0"
"Mary Kalisy",NA,NA,NA,"Height:
							5 ft 7 in (170 cm)",NA,NA,NA,NA,"2,943,690","
				2155			","Weight:
							123 lbs (56 kg)","Born:
							1991-04-22,Birthplace:
							Russia,Height:
							5 ft 7 in (170 cm),Weight:
							123 lbs (56 kg)","0"
"Roxy Bell",NA,NA,NA,"Height:
							5 ft 4 in (163 cm)",NA,NA,NA,NA,"12,376,099","
				1625			","Weight:
							117 lbs (53 kg)","Born:
							1994-08-21,Birthplace:
							Russia,Height:
							5 ft 4 in (163 cm),Weight:
							117 lbs (53 kg)","0"
"Nicole Love",NA,NA,NA,"Height:
							5 ft 4 in (163 cm)",NA,NA,NA,NA,"8,164,725","
				1840			","Weight:
							108 lbs (49 kg)","Born:
							1997-12-11,Birthplace:
							Czech Republic,Height:
							5 ft 4 in (163 cm),Weight:
							108 lbs (49 kg)","0"
"Cindy Shine",NA,NA,NA,"Height:
							5 ft 7 in (170 cm)",NA,NA,NA,NA,"3,652,087","
				2745			","Weight:
							108 lbs (49 kg)","Born:
							1993-08-19,Birthplace:
							Czech Republic,Height:
							5 ft 7 in (170 cm),Weight:
							108 lbs (49 kg)","0"
