"name","gender","age","measurements","height","profile_view","status","orientation","subscribe","video_view","rank","weight","info_text","verified"
"Alice Frost",NA,NA,NA,"Height:
							5 ft 7 in (170 cm)",NA,NA,NA,NA,"3,129,820","
				5420			","Weight:
							134 lbs (61 kg)","Born:
							1990-08-10,Birthplace:
							Los Angeles, California, United States of America,Height:
							5 ft 7 in (170 cm),Weight:
							134 lbs (61 kg)","0"
"Lee Ann",NA,NA,NA,"Height:
							5 ft 6 in (168 cm)",NA,NA,NA,NA,"7,360,120","
				5977			","Weight:
							99 lbs (45 kg)","Born:
							1980-09-02,Birthplace:
							California, United States of America,Height:
							5 ft 6 in (168 cm),Weight:
							99 lbs (45 kg)","0"
"Alexandria",NA,NA,NA,NA,NA,NA,NA,NA,"849,611","
				4760			",NA,"","0"
"Eileen Sue",NA,NA,NA,"Height:
							5 ft 7 in (170 cm)",NA,NA,NA,NA,"10,960,559","
				5359			","Weight:
							126 lbs (57 kg)","Born:
							1988-08-01,Birthplace:
							Czech Republic,Height:
							5 ft 7 in (170 cm),Weight:
							126 lbs (57 kg)","0"
"Sandra Parker",NA,NA,NA,"Height:
							5 ft 2 in (157 cm)",NA,NA,NA,NA,"1,426,331","
				5824			","Weight:
							123 lbs (56 kg)","Born:
							1983-10-10,Birthplace:
							Budapest, Hungary,Height:
							5 ft 2 in (157 cm),Weight:
							123 lbs (56 kg)","0"
"Taissa Shanti","Gender:
							Female","Nov 11, 1992","Measurements:
								35A-25-36","Height:
								5 ft 7 in (170 cm)","Pornstar Profile Views:
								487,840","Career Status:
							Active
                        ","Interested in:
							Guys and Girls","
        14.6K        ","
        30.6M        ","
                                                            
                                                    5025            ","Weight:
								115 lbs (52 kg)","Gender:
							Female,Birthday:
							Nov 11, 1992,Age:
							26,Star Sign:
							Scorpio,Measurements:
								35A-25-36,Height:
								5 ft 7 in (170 cm),Weight:
								115 lbs (52 kg),Ethnicity:
								White,Background:
								Russian,Hair Color:
								Brunette,Interests and hobbies:
								Sport, yoga, self-development, health, reading, art photography, dancing, being success, interesting people,Relationship status:
							Open,Interested in:
							Guys and Girls,City and Country:
							Brussels, BE,Turn Ons:
								Passion, sensuality, tenderness, role plays, mind games, sex in unusual places, dirty talking, spanking, real feelings, massage, bi-sexual girls.,Turn Offs:
								Bad Hygiene,Pornstar Profile Views:
								487,840,Career Status:
							Active
                        ,Career Start and End:
							
								2014 to
								Present							
						,Profile Views:
                                41,503,Videos Watched:
                                59,Joined:
                                1 year ago","1"
"Calli Cox",NA,NA,NA,"Height:
							5 ft 3 in (160 cm)",NA,NA,NA,NA,"3,215,093","
				5435			","Weight:
							115 lbs (52 kg)","Born:
							1977-02-26,Birthplace:
							Illinois, United States of America,Height:
							5 ft 3 in (160 cm),Weight:
							115 lbs (52 kg)","0"
"Afrodity",NA,NA,NA,NA,NA,NA,NA,NA,"482,085","
				10937			",NA,"Born:
							1985-03-08,Birthplace:
							Hungary","0"
"Nicole Paradise",NA,NA,NA,NA,NA,NA,NA,NA,"172,944","
				5217			",NA,"Birthplace:
							United States of America","0"
"Austin Reines",NA,NA,NA,"Height:
							5 ft 2 in (157 cm)",NA,NA,NA,NA,"442,593","
				3964			","Weight:
							99 lbs (45 kg)","Birthplace:
							California, United States of America,Height:
							5 ft 2 in (157 cm),Weight:
							99 lbs (45 kg)","0"
"Maci May",NA,NA,NA,NA,NA,NA,NA,NA,"375,737","
				6384			",NA,"","0"
"Laura Perego",NA,NA,NA,NA,NA,NA,NA,NA,"622,051","
				5436			",NA,"Born:
							1985-12-25,Birthplace:
							Catania, Sicily, Italy","0"
"Chloe Lynn",NA,NA,NA,"Height:
							5 ft 4 in (163 cm)",NA,NA,NA,NA,"7,298,229","
				5821			","Weight:
							115 lbs (52 kg)","Born:
							1992-04-17,Birthplace:
							United States of America,Height:
							5 ft 4 in (163 cm),Weight:
							115 lbs (52 kg)","0"
"Coco Pink",NA,NA,NA,"Height:
							5 ft 2 in (157 cm)",NA,NA,NA,NA,"3,206,836","
				5855			","Weight:
							121 lbs (55 kg)","Born:
							1972-03-26,Birthplace:
							Santa Barbara, California, United States of America,Height:
							5 ft 2 in (157 cm),Weight:
							121 lbs (55 kg)","0"
"Dara",NA,NA,NA,"Height:
							5 ft 9 in (175 cm)",NA,NA,NA,NA,"908,147","
				4444			",NA,"Born:
							1982-08-10,Birthplace:
							Czech Republic,Height:
							5 ft 9 in (175 cm)","0"
"Zoey Holiday",NA,"1972-03-07",NA,"Height:
						5 ft 9 in (175 cm)",NA,NA,NA,NA,"13,401,266","
				4824			","Weight:
						141 lbs (64 kg)","Born:
						1972-03-07,Birthplace:
						Los Angeles, California, United States of America,Height:
						5 ft 9 in (175 cm),Weight:
						141 lbs (64 kg)","0"
"Nicola Kiss",NA,NA,NA,NA,NA,NA,NA,NA,"4,768,880","
				5332			",NA,"","0"
"Lola Lane",NA,NA,NA,"Height:
							5 ft 1 in (155 cm)",NA,NA,NA,NA,"9,676,458","
				4996			","Weight:
							126 lbs (57 kg)","Born:
							1971-09-25,Birthplace:
							Los Angeles, California, United States of America,Height:
							5 ft 1 in (155 cm),Weight:
							126 lbs (57 kg)","0"
"Madison James",NA,NA,NA,"Height:
							5 ft 6 in (168 cm)",NA,NA,NA,NA,"2,349,919","
				4960			","Weight:
							128 lbs (58 kg)","Born:
							1983-05-24,Birthplace:
							United States of America,Height:
							5 ft 6 in (168 cm),Weight:
							128 lbs (58 kg)","0"
"Petite Peaches","Gender:
							Female","Apr 29, 1998","Measurements:
								--",NA,"Pornstar Profile Views:
								202","Career Status:
							Active
                        ","Interested in:
							Guys and Girls","
        3.6K        ","
        297K        ","
                                                            
                                                    5164            ",NA,"Gender:
							Female,Birthday:
							Apr 29, 1998,Age:
							20,Measurements:
								--,Relationship status:
							Single,Interested in:
							Guys and Girls,City and Country:
							Lalaland, US,Pornstar Profile Views:
								202,Career Status:
							Active
                        ,Career Start and End:
							
								 to
								Present							
						,Profile Views:
                                51,934,Videos Watched:
                                4,Joined:
                                10 months ago","1"
"Nyla Thai",NA,NA,NA,"Height:
							5 ft 1 in (155 cm)",NA,NA,NA,NA,"7,971,858","
				4787			","Weight:
							110 lbs (50 kg)","Born:
							1985-10-17,Birthplace:
							Las Vegas, Nevada, United States of America,Height:
							5 ft 1 in (155 cm),Weight:
							110 lbs (50 kg)","0"
"Cindy Behr",NA,NA,NA,"Height:
							5 ft 5 in (165 cm)",NA,NA,NA,NA,"4,161,472","
				4918			","Weight:
							114 lbs (52 kg)","Born:
							1975-09-09,Birthplace:
							United Kingdom,Height:
							5 ft 5 in (165 cm),Weight:
							114 lbs (52 kg)","0"
"Zarina",NA,NA,NA,NA,NA,NA,NA,NA,"6,306,175","
				4882			",NA,"","0"
"Stevie",NA,NA,NA,"Height:
							5 ft 5 in (165 cm)",NA,NA,NA,NA,"4,187,481","
				4213			",NA,"Born:
							1973-10-27,Birthplace:
							Texas, United States of America,Height:
							5 ft 5 in (165 cm)","0"
"Cassidey",NA,NA,NA,"Height:
							5 ft 6 in (168 cm)",NA,NA,NA,NA,"3,838,242","
				4268			","Weight:
							104 lbs (47 kg)","Born:
							1980-12-24,Birthplace:
							Denver, Colorado, United States of America,Height:
							5 ft 6 in (168 cm),Weight:
							104 lbs (47 kg)","0"
"Veronika Fasterova",NA,NA,NA,NA,NA,NA,NA,NA,"11,294,651","
				4306			",NA,"","0"
"Cherry Potter",NA,NA,NA,"Height:
							5 ft 0 in (152 cm)",NA,NA,NA,NA,"2,499,446","
				4319			","Weight:
							86 lbs (39 kg)","Born:
							1984-12-07,Birthplace:
							Canada,Height:
							5 ft 0 in (152 cm),Weight:
							86 lbs (39 kg)","0"
"Sasha Pain",NA,NA,NA,"Height:
							5 ft 8 in (173 cm)",NA,NA,NA,NA,"1,363,568","
				4289			","Weight:
							126 lbs (57 kg)","Born:
							1992-04-10,Birthplace:
							California, United States of America,Height:
							5 ft 8 in (173 cm),Weight:
							126 lbs (57 kg)","0"
"        This page is not available in your country.    ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"Jenteal",NA,NA,NA,"Height:
							5 ft 6 in (168 cm)",NA,NA,NA,NA,"183,878","
				4029			","Weight:
							117 lbs (53 kg)","Born:
							1976-06-26,Birthplace:
							Bay Area, California, United States of America,Height:
							5 ft 6 in (168 cm),Weight:
							117 lbs (53 kg)","0"
"Ayumu Kase",NA,NA,NA,"Height:
							5 ft 1 in (155 cm)",NA,NA,NA,NA,"1,598,693","
				4299			","Weight:
							105 lbs (48 kg)","Born:
							1987-02-14,Birthplace:
							Chiba prefecture, Japan,Height:
							5 ft 1 in (155 cm),Weight:
							105 lbs (48 kg)","0"
"Aleah Jasmine","Gender:
							Female","Dec 19, 1988","Measurements:
								36D-25-37","Height:
								5 ft 7 in (170 cm)","Pornstar Profile Views:
								32,259","Career Status:
							Active
                        ","Interested in:
							Guys and Girls","
        4.7K        ","
        3.3M        ","
                                                            
                                                    4412            ","Weight:
								121 lbs (55 kg)","Gender:
							Female,Birthday:
							Dec 19, 1988,Age:
							29,Star Sign:
							Sagittarius,Measurements:
								36D-25-37,Height:
								5 ft 7 in (170 cm),Weight:
								121 lbs (55 kg),Ethnicity:
								White,Background:
								Canadian,Hair Color:
								Brunette,Tattoos:
							Yes,Interests and hobbies:
								INSTAGRAM  @Officiialaleahjasmine

TWITTER @aleahjasmine

WISHLIST :   http://a.co/gzxiNVm,Relationship status:
							Single,Interested in:
							Guys and Girls,Turn Ons:
								Guys with big uhm...wallets,Pornstar Profile Views:
								32,259,Career Status:
							Active
                        ,Career Start and End:
							
								2014 to
								Present							
						,Profile Views:
                                23,695,Videos Watched:
                                47,Joined:
                                7 months ago","1"
"Roxy Panther",NA,NA,NA,"Height:
							5 ft 5 in (165 cm)",NA,NA,NA,NA,"2,033,617","
				4362			","Weight:
							117 lbs (53 kg)","Born:
							1987-10-20,Birthplace:
							Hungary,Height:
							5 ft 5 in (165 cm),Weight:
							117 lbs (53 kg)","0"
"Hazel Dew",NA,NA,NA,"Height:
							5 ft 7 in (170 cm)",NA,NA,NA,NA,"1,326,554","
				4223			",NA,"Born:
							1988-10-02,Birthplace:
							Russia,Height:
							5 ft 7 in (170 cm)","0"
"Beau Marie",NA,NA,NA,"Height:
							5 ft 1 in (155 cm)",NA,NA,NA,NA,"6,100,676","
				4748			","Weight:
							104 lbs (47 kg)","Born:
							1989-10-01,Birthplace:
							Zaragoza, Spain,Height:
							5 ft 1 in (155 cm),Weight:
							104 lbs (47 kg)","0"
"Kimberly Moss",NA,"1995-08-29",NA,"Height:
						5 ft 2 in (157 cm)",NA,NA,NA,NA,"6,345,711","
				4062			","Weight:
						99 lbs (45 kg)","Born:
						1995-08-29,Birthplace:
						Florida, United States of America,Height:
						5 ft 2 in (157 cm),Weight:
						99 lbs (45 kg)","0"
"Carol Linda",NA,NA,NA,NA,NA,NA,NA,NA,"198,136","
				4842			",NA,"Born:
							1994-02-02,Birthplace:
							Colombia","0"
"Taryn Thomas","Gender:
							Female","May 27, 1983","Measurements:
								34B-27-32","Height:
								5 ft 4 in (163 cm)","Pornstar Profile Views:
								228,683","Career Status:
							Active
                        ","Interested in:
							Guys and Girls","
        3.3K        ","
        6.7M        ","
                                                            
                                                    4619            ","Weight:
								108 lbs (49 kg)","Gender:
							Female,Birthday:
							May 27, 1983,Age:
							35,Star Sign:
							Gemini,Measurements:
								34B-27-32,Height:
								5 ft 4 in (163 cm),Weight:
								108 lbs (49 kg),Ethnicity:
								White,Background:
								American, Italian, Sicilian,Hair Color:
								Brunette, Black,Tattoos:
							Yes,Piercings:
							Yes,Interests and hobbies:
								Porn,Relationship status:
							Taken,Interested in:
							Guys and Girls,City and Country:
							Scottsdale, US,Turn Ons:
								Allnighter,Turn Offs:
								Boogers - HBO - FORESKIN STANK YUCK!!! - Ignorance - arrogance - rude - small minded people - PUSSY -,Pornstar Profile Views:
								228,683,Career Status:
							Active
                        ,Career Start and End:
							
								2004 to
								Present							
						,Profile Views:
                                2,818,Videos Watched:
                                24,Joined:
                                1 year ago","1"
"Lexi Rose",NA,"United States of America",NA,NA,NA,NA,NA,NA,"11,716,585","
				4716			",NA,"Birthplace:
						United States of America","0"
"Lil Chica",NA,NA,NA,NA,NA,NA,NA,NA,"1,789,865","
				4778			",NA,"","0"
"Ivy Jean",NA,NA,NA,"Height:
							5 ft 3 in (160 cm)",NA,NA,NA,NA,"4,876,945","
				4833			","Weight:
							115 lbs (52 kg)","Born:
							1992-08-13,Birthplace:
							Dallas, Texas, United States of America,Height:
							5 ft 3 in (160 cm),Weight:
							115 lbs (52 kg)","0"
"Nasta Zya",NA,NA,NA,"Height:
							5 ft 7 in (170 cm)",NA,NA,NA,NA,"3,077,393","
				3391			","Weight:
							127 lbs (58 kg)","Born:
							1991-04-11,Birthplace:
							France,Height:
							5 ft 7 in (170 cm),Weight:
							127 lbs (58 kg)","0"
"Vanessa Chase",NA,NA,NA,"Height:
							5 ft 7 in (170 cm)",NA,NA,NA,NA,"2,604,050","
				4118			","Weight:
							126 lbs (57 kg)","Born:
							1975-07-06,Birthplace:
							Monterey Park, California, United States of America,Height:
							5 ft 7 in (170 cm),Weight:
							126 lbs (57 kg)","0"
"Chennin Blanc",NA,NA,NA,"Height:
							5 ft 4 in (163 cm)",NA,NA,NA,NA,"8,470,541","
				4514			","Weight:
							115 lbs (52 kg)","Born:
							1968-06-24,Birthplace:
							Lynwood, California, United States of America,Height:
							5 ft 4 in (163 cm),Weight:
							115 lbs (52 kg)","0"
"Grace Harper",NA,NA,NA,"Height:
							5 ft 7 in (170 cm)",NA,NA,NA,NA,"1,017,807","
				4643			",NA,"Birthplace:
							London, England, United Kingdom,Height:
							5 ft 7 in (170 cm)","0"
"Shanna McCullough",NA,NA,NA,"Height:
							5 ft 6 in (168 cm)",NA,NA,NA,NA,"3,530,920","
				4195			","Weight:
							121 lbs (55 kg)","Born:
							1960-04-01,Birthplace:
							San Francisco, California, United States of America,Height:
							5 ft 6 in (168 cm),Weight:
							121 lbs (55 kg)","0"
"Ashley Rosi","Gender:
							Couple","May 14, 1984","Measurements:
								34DD-24-28","Height:
								5 ft 2 in (157 cm)","Pornstar Profile Views:
								101,508","Career Status:
							Active
                        ","Interested in:
							Girls","
        129K        ","
        188M        ","
                                                            
                                                    4191            ","Weight:
								105 lbs (48 kg)","Gender:
							Couple,Birthday:
							May 14, 1984,Age:
							34,Measurements:
								34DD-24-28,Height:
								5 ft 2 in (157 cm),Weight:
								105 lbs (48 kg),Ethnicity:
								White,Background:
								American,Hair Color:
								Brunette,Tattoos:
							Yes,Piercings:
							Yes,Relationship status:
							Single,Interested in:
							Girls,City and Country:
							Miami, US,Pornstar Profile Views:
								101,508,Career Status:
							Active
                        ,Career Start and End:
							
								2009 to
								Present							
						,Profile Views:
                                3,673,178,Videos Watched:
                                3,006,Joined:
                                3 years ago","1"
"Teagan Summers",NA,NA,NA,"Height:
							5 ft 4 in (163 cm)",NA,NA,NA,NA,"8,487,417","
				4903			","Weight:
							110 lbs (50 kg)","Born:
							1990-06-30,Birthplace:
							Victorville, California, United States of America,Height:
							5 ft 4 in (163 cm),Weight:
							110 lbs (50 kg),Website:
							Official Site","0"
"Keri Windsor",NA,NA,NA,"Height:
							5 ft 7 in (170 cm)",NA,NA,NA,NA,"1,318,823","
				4307			","Weight:
							119 lbs (54 kg)","Born:
							1973-12-03,Birthplace:
							Duluth, Minnesota, United States of America,Height:
							5 ft 7 in (170 cm),Weight:
							119 lbs (54 kg)","0"
"Emily Davinci",NA,NA,NA,"Height:
							5 ft 3 in (160 cm)",NA,NA,NA,NA,"3,372,966","
				4648			","Weight:
							110 lbs (50 kg)","Born:
							1984-02-24,Birthplace:
							Montreal, Quebec, Canada,Height:
							5 ft 3 in (160 cm),Weight:
							110 lbs (50 kg)","0"
"Alaina",NA,NA,NA,NA,NA,NA,NA,NA,"7,715,737","
				4155			",NA,"","0"
"Roxie Rae",NA,NA,NA,NA,NA,NA,NA,NA,"152,938","
				4953			",NA,"","0"
"Aiden Aspen",NA,NA,NA,"Height:
							5 ft 3 in (160 cm)",NA,NA,NA,NA,"10,785,480","
				4416			","Weight:
							101 lbs (46 kg)","Born:
							1989-09-18,Birthplace:
							Atlanta, Georgia, United States of America,Height:
							5 ft 3 in (160 cm),Weight:
							101 lbs (46 kg)","0"
"Aspen Rose",NA,"1994-11-29",NA,"Height:
						5 ft 8 in (173 cm)",NA,NA,NA,NA,"544,106","
				5087			","Weight:
						114 lbs (52 kg)","Born:
						1994-11-29,Birthplace:
						Texas, United States of America,Height:
						5 ft 8 in (173 cm),Weight:
						114 lbs (52 kg)","0"
"Gisele Mona",NA,NA,NA,"Height:
							5 ft 4 in (163 cm)",NA,NA,NA,NA,"5,037,927","
				5211			","Weight:
							106 lbs (48 kg)","Born:
							1995-03-12,Birthplace:
							Miami, Florida, United States of America,Height:
							5 ft 4 in (163 cm),Weight:
							106 lbs (48 kg)","0"
"Misty Anderson",NA,NA,NA,"Height:
							5 ft 7 in (170 cm)",NA,NA,NA,NA,"727,281","
				4354			","Weight:
							123 lbs (56 kg)","Born:
							1983-12-15,Birthplace:
							Kansas, United States of America,Height:
							5 ft 7 in (170 cm),Weight:
							123 lbs (56 kg)","0"
"Lilli Carati",NA,NA,NA,NA,NA,NA,NA,NA,"1,378,488","
				4246			",NA,"","0"
"Jayd Lovely",NA,NA,NA,"Height:
							5 ft 2 in (157 cm)",NA,NA,NA,NA,"2,046,942","
				4725			","Weight:
							110 lbs (50 kg)","Born:
							1983-12-26,Birthplace:
							Arizona, United States of America,Height:
							5 ft 2 in (157 cm),Weight:
							110 lbs (50 kg)","0"
"Cassie Clarke","Gender:
							Female","Nov 16, 1985","Measurements:
								--",NA,"Pornstar Profile Views:
								682","Career Status:
							Active
                        ","Interested in:
							Guys and Girls","
        5.2K        ","
        1.1M        ","
                                                            
                                                    4373            ",NA,"Gender:
							Female,Birthday:
							Nov 16, 1985,Age:
							33,Measurements:
								--,Relationship status:
							Taken,Interested in:
							Guys and Girls,Pornstar Profile Views:
								682,Career Status:
							Active
                        ,Career Start and End:
							
								 to
								Present							
						,Profile Views:
                                54,377,Videos Watched:
                                728,Joined:
                                2 years ago","1"
"Zarena Summers",NA,NA,NA,"Height:
							5 ft 8 in (173 cm)",NA,NA,NA,NA,"7,745,751","
				6420			","Weight:
							117 lbs (53 kg)","Born:
							1991-09-23,Birthplace:
							Mississippi, United States of America,Height:
							5 ft 8 in (173 cm),Weight:
							117 lbs (53 kg)","0"
"Mariska X",NA,NA,NA,"Height:
							5 ft 8 in (173 cm)",NA,NA,NA,NA,"291,125","
				3538			","Weight:
							121 lbs (55 kg)","Born:
							1982-05-01,Birthplace:
							Brazil,Height:
							5 ft 8 in (173 cm),Weight:
							121 lbs (55 kg),Website:
							Official Site","0"
"Anita Rinaldi",NA,NA,NA,"Height:
							5 ft 6 in (168 cm)",NA,NA,NA,NA,"8,331,118","
				4679			",NA,"Born:
							1974-10-26,Birthplace:
							Budapest, Hungary,Height:
							5 ft 6 in (168 cm)","0"
"Foxy Lady",NA,NA,NA,"Height:
							5 ft 2 in (157 cm)",NA,NA,NA,NA,"396,792","
				4571			","Weight:
							104 lbs (47 kg)","Born:
							1981-03-21,Birthplace:
							Mexico,Height:
							5 ft 2 in (157 cm),Weight:
							104 lbs (47 kg)","0"
"Angie George",NA,NA,NA,"Height:
							5 ft 8 in (173 cm)",NA,NA,NA,NA,"4,119,813","
				4417			","Weight:
							130 lbs (59 kg)","Born:
							1966-05-14,Birthplace:
							London, United Kingdom,Height:
							5 ft 8 in (173 cm),Weight:
							130 lbs (59 kg)","0"
"Carla Jessi",NA,NA,NA,"Height:
							5 ft 9 in (175 cm)",NA,NA,NA,NA,"1,535,923","
				4701			",NA,"Born:
							1988-04-28,Birthplace:
							St. Petersburg, Russia,Height:
							5 ft 9 in (175 cm)","0"
